1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	2	7	6	7	6	7	6	6	7	6	7	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	3	3	3	3	6	-1	-1	-1	2	9	2	9	2	9	2	9	2	9	2	9	2	9	2	9	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	4	6	9	9	6	10	10	6	10	10	6	10	10	6	9	9	6	4	4	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	10	10	10	10	10	10	10	6	-1	-1	2	3	3	2	3	3	2	3	3	2	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	7	3	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	6	-1	6	-1	6	6	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	2	2	2	6	-1	-1	-1	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	3	6	3	3	6	3	3	6	3	3	6	3	3	6	3	3	6	3	3	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	8	-1	-1	-1	7	6	-1	-1	-1	2	3	3	2	3	3	2	3	3	2	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	7	2	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	7	6	7	6	7	6	6	7	6	7	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	6	-1	-1	-1	-1	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	8	-1	7	6	-1	-1	-1	-1	6	6	6	6	6	6	6	6	6	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	6	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	6	-1	6	-1	6	6	-1	6	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	6	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	0	0	2	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	2	2	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	11	11	2	2	2	2	-1	-1	-1	-1	-1	11	11	12	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	2	2	2	11	11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3	3	3	3	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	2	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	11	12	2	3	3	2	-1	-1	-1	2	0	0	0	0	0	0	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	2	2	2	2	2	11	11	11	-1	-1	-1	2	2	6	3	2	10	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	0	0	2	-1	-1	-1	-1	-1	-1	-1	11	11	11	2	2	2	2	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	2	3	3	3	3	3	3	3	3	2	11	-1	-1	-1	-1	-1	-1	13	2	2	9	9	9	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	2	2	2	2	3	3	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	11	-1	-1	-1	11	2	2	3	2	3	2	2	2	11	11	11	11	2	6	3	3	2	-1	10	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	11	2	2	2	2	2	2	6	6	6	2	-1	-1	-1	-1	-1	-1	-1	-1	1
1	-1	-1	-1	-1	-1	-1	-1	-1	11	11	11	-1	11	11	11	11	11	11	11	11	11	-1	-1	-1	-1	-1	-1	-1	11	11	2	2	2	10	10	10	10	10	10	10	10	2	11	-1	-1	-1	-1	-1	11	2	2	-1	-1	-1	-1	7	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	9	9	9	9	2	6	6	6	2	2	-1	11	11	11	11	11	11	11	2	2	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	2	11	13	11	2	2	2	3	2	3	2	6	2	2	2	2	2	2	6	3	6	2	-1	-1	10	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	-1	11	11	11	2	2	2	2	2	2	6	6	6	3	2	-1	-1	-1	-1	-1	-1	-1	1
